"Genename"	0	"1h"	"6h"	"12h"	"24h"	"36h"	"48h"	"72h"
ENSMUSG00000004948:ZP3	0.00	0.18	0.38	1.18	1.83	1.37	-0.59	-3.14
ENSMUSG00000004951:HSPB1	0.00	0.21	0.39	0.67	0.31	-1.15	-2.90	-3.50
ENSMUSG00000004952:RASA4	0.00	-0.34	-2.49	-1.09	-0.65	-1.30	-2.26	-3.33
ENSMUSG00000004961:SYT5	0.00	0.26	-0.03	0.56	1.14	1.90	3.00	3.13
ENSMUSG00000004988:FXYD4	0.00	0.15	-0.49	-0.98	-0.82	-0.95	-1.11	-1.30
ENSMUSG00000005034:PRKACB	0.00	-0.26	-0.38	-0.26	0.06	0.21	0.37	1.02
ENSMUSG00000005043:SGSH	0.00	-0.38	-1.06	-1.64	-2.06	-1.82	-0.55	0.19
ENSMUSG00000005045:CHD5	0.00	-0.51	-0.90	0.62	1.25	2.01	1.95	1.51
ENSMUSG00000005054:CSTB	0.00	-0.25	-0.59	-1.06	-0.96	-1.22	-1.30	-1.51
ENSMUSG00000005057:SH2B2	0.00	-0.48	0.15	0.47	1.23	1.30	1.42	1.01
ENSMUSG00000005087:CD44	0.00	-0.08	0.43	-0.24	-0.14	1.21	2.25	3.06
ENSMUSG00000005089:SLC1A2	0.00	-0.01	-0.04	-0.02	0.08	1.16	0.99	0.40
ENSMUSG00000005103:WDR1	0.00	1.20	1.37	0.72	0.63	0.42	0.28	0.52
ENSMUSG00000005131:4930550C14RIK	0.00	-0.02	-0.15	0.48	0.73	1.07	1.13	1.15
ENSMUSG00000005142:MAN2B1	0.00	-0.23	-0.68	-0.59	-0.67	-1.19	-0.92	-0.58
ENSMUSG00000005148:KLF5	0.00	-0.27	-0.68	-0.98	-1.95	-4.03	-3.76	-3.80
ENSMUSG00000005220:CORIN	0.00	0.24	1.73	1.82	1.21	0.19	0.36	1.06
ENSMUSG00000005251:RIPK4	0.00	0.28	0.40	0.45	0.60	0.46	1.37	1.90
ENSMUSG00000005338:CADM3	0.00	-0.52	-0.09	0.64	1.95	2.40	1.88	1.53
ENSMUSG00000005355:CASP14	0.00	-0.14	-0.63	-0.41	-0.07	-0.32	-0.65	-1.81
ENSMUSG00000005360:SLC1A3	0.00	-0.01	1.44	2.70	2.90	3.34	3.96	3.82
ENSMUSG00000005370:MSH6	0.00	0.30	0.04	0.40	0.31	0.19	-0.45	-1.16
ENSMUSG00000005397:NID1	0.00	-0.26	-0.45	-1.08	-2.54	-4.90	-6.19	-6.10
ENSMUSG00000005465:IL27RA	0.00	-0.80	-1.30	-1.47	-1.78	-1.31	-0.24	0.20
ENSMUSG00000005470:ASF1B	0.00	-0.29	0.41	0.33	0.08	-0.37	-0.55	-1.06
ENSMUSG00000005503:EVX1	0.00	2.29	3.47	2.72	1.18	0.68	-0.13	-0.11
ENSMUSG00000005514:POR	0.00	-0.32	-0.58	-0.28	-0.21	0.00	-0.15	-1.03
ENSMUSG00000005533:IGF1R	0.00	-0.32	0.43	0.21	0.41	1.24	0.93	2.31
ENSMUSG00000005534:INSR	0.00	-0.34	-0.52	-0.86	-0.65	-0.61	-0.08	1.08
ENSMUSG00000005553:ATP4A	0.00	-0.20	0.22	0.46	0.29	0.71	2.52	2.68
ENSMUSG00000005583:MEF2C	0.00	-0.03	0.29	0.24	0.38	1.01	0.43	0.51
ENSMUSG00000005656:SNX6	0.00	0.29	0.04	-0.23	-0.76	-1.15	-1.05	-0.22
ENSMUSG00000005667:MTHFD2	0.00	-0.45	-1.60	-1.34	-0.68	-0.58	1.05	0.87
ENSMUSG00000005672:KIT	0.00	-0.09	-1.95	-2.37	-3.70	-5.37	-4.82	-4.04
ENSMUSG00000005686:AMPD3	0.00	-1.11	-1.79	-1.20	-1.43	-1.99	-2.20	-2.75
ENSMUSG00000005802:SLC30A4	0.00	0.64	0.84	-0.19	-0.20	-0.33	0.46	1.42
ENSMUSG00000005803:SQRDL	0.00	-0.03	0.09	0.06	0.90	1.08	1.29	1.95
ENSMUSG00000005823:GPR108	0.00	-0.26	-0.18	-0.56	-0.81	-1.14	-0.82	-0.52
ENSMUSG00000005892:TRH	0.00	0.60	2.59	1.43	-0.03	-1.00	-0.83	-0.22
ENSMUSG00000005907:PEX1	0.00	-0.08	-0.45	-0.63	-0.95	-1.02	-1.37	-1.48
ENSMUSG00000005949:CTNS	0.00	-0.31	-1.45	-1.67	-1.63	-1.67	-1.55	-1.50
ENSMUSG00000005950:P2RX5	0.00	-0.38	0.40	0.48	0.86	1.11	-0.41	-1.75
ENSMUSG00000005951:SHPK	0.00	-0.80	-0.80	-0.60	-0.48	-1.25	-1.05	-1.88
ENSMUSG00000005958:EPHB3	0.00	-0.47	-1.43	-1.50	-1.77	-1.77	-1.47	-1.74
ENSMUSG00000005968:TUFT1	0.00	0.67	-0.38	-0.87	-0.91	-1.30	-0.55	0.27
ENSMUSG00000005973:RCN1	0.00	-0.04	-0.60	-0.76	-1.22	-1.61	-1.37	-1.30
ENSMUSG00000005983:1700037C18RIK	0.00	0.42	0.76	1.01	1.18	1.72	2.15	1.91
ENSMUSG00000006056:CALCOCO2	0.00	1.59	1.53	0.84	-1.35	-4.29	-4.63	-5.38
ENSMUSG00000006127:INPP5K	0.00	-0.19	0.36	0.08	-0.18	-0.76	-1.06	-0.71
ENSMUSG00000006143:UPK3BL	0.00	-0.37	-0.59	0.42	1.69	2.30	2.84	2.03
ENSMUSG00000006179:PRSS16	0.00	0.03	0.33	0.39	-0.02	-1.14	-0.93	-0.60
ENSMUSG00000006200:RHOX6	0.00	0.89	2.03	1.70	1.01	0.92	-0.07	-1.67
ENSMUSG00000006205:HTRA1	0.00	-0.16	1.73	1.28	-0.63	-2.66	-3.18	-3.09
ENSMUSG00000006216:CLCNKB	0.00	-0.29	-0.92	-0.72	-0.17	-0.61	-1.13	-2.74
ENSMUSG00000006219:FBLIM1	0.00	-0.40	-1.19	-1.22	-1.99	-2.98	-2.80	-2.43
ENSMUSG00000006221:HSPB7	0.00	-0.11	-0.53	-2.28	-3.47	-3.29	-3.45	-3.44
ENSMUSG00000006241:CCDC159	0.00	-0.49	-1.13	-0.04	-0.05	0.04	0.67	1.46
ENSMUSG00000006301:TMBIM1	0.00	-0.72	-1.12	-0.87	-0.85	-1.51	-0.85	-0.51
ENSMUSG00000006311:ETV2	0.00	0.01	1.31	1.34	0.68	1.63	2.02	1.36
ENSMUSG00000006342:SUSD2	0.00	-0.90	-1.55	-1.73	-2.59	-4.17	-4.17	-4.62
ENSMUSG00000006344:GGT5	0.00	0.02	0.19	0.27	1.20	1.38	0.95	-0.45
ENSMUSG00000006345:GGT1	0.00	-0.04	-1.87	-2.42	-2.84	-2.70	-2.28	-2.34
ENSMUSG00000006356:CRIP2	0.00	0.05	0.19	0.85	1.43	1.90	2.44	2.24
ENSMUSG00000006369:FBLN1	0.00	-0.26	-0.78	-0.86	-1.15	-1.35	-1.10	-1.60
ENSMUSG00000006386:TEK	0.00	0.19	-0.05	-0.16	0.43	-0.09	-0.27	-1.10
ENSMUSG00000006395:HYI	0.00	-0.47	-0.66	-0.39	0.33	-0.02	0.94	1.98
ENSMUSG00000006398:CDC20	0.00	0.35	1.13	1.07	0.98	0.90	0.79	0.82
ENSMUSG00000006403:ADAMTS4	0.00	-0.96	-1.12	-1.76	-1.40	-0.96	-0.57	-0.49
ENSMUSG00000006411:PVRL4	0.00	-0.05	-0.72	0.17	0.42	0.79	1.84	0.90
ENSMUSG00000006435:NEURL1A	0.00	-0.91	-1.45	-1.35	-1.84	-2.68	-1.59	-1.12
ENSMUSG00000006442:SRM	0.00	-0.23	0.14	0.46	0.85	1.34	1.03	-0.16
ENSMUSG00000006445:EPHA2	0.00	1.15	1.02	0.66	0.25	-0.05	-1.07	-1.88
ENSMUSG00000006469:SLC34A3	0.00	-0.72	-1.47	-0.55	0.13	0.26	1.12	0.49
ENSMUSG00000006476:NSMF	0.00	-0.85	-1.05	-0.62	-0.06	1.55	3.02	3.77
ENSMUSG00000006494:PDK1	0.00	-0.17	0.61	1.14	1.76	1.24	0.88	0.81
ENSMUSG00000006519:CYBA	0.00	-0.28	-0.59	-1.69	-2.45	-3.22	-1.79	-0.29
ENSMUSG00000006567:ATP7B	0.00	-0.56	-1.84	-1.84	-1.57	-0.87	0.33	0.68
ENSMUSG00000006575:RUNDC3A	0.00	-0.17	0.59	0.07	-1.33	-3.15	-2.34	-1.94
ENSMUSG00000006576:SLC4A3	0.00	-0.35	-0.02	1.00	1.24	1.44	2.36	2.39
ENSMUSG00000006641:SLC5A6	0.00	-0.02	-0.42	-0.77	-0.96	-0.67	-1.48	-2.14
ENSMUSG00000006649:NPHS1	0.00	-0.13	-1.37	-0.10	0.19	0.33	-0.24	-2.20
ENSMUSG00000006675:P4HTM	0.00	0.04	-0.92	-0.62	-1.80	-1.99	-1.32	-0.71
ENSMUSG00000006717:ACOT13	0.00	-0.29	-0.68	-1.09	-1.23	-1.52	-0.37	1.10
ENSMUSG00000006764:TPH2	0.00	0.04	0.58	0.40	0.64	1.31	1.01	0.29
ENSMUSG00000006782:CNP	0.00	-0.24	-0.74	0.15	0.15	-0.62	-0.60	-1.24
ENSMUSG00000006784:TTC25	0.00	-0.31	-1.42	-0.57	-1.39	-2.43	-2.02	-2.16
ENSMUSG00000006800:SULF2	0.00	-0.17	-0.75	-0.64	-1.00	-1.84	-1.49	-0.89
ENSMUSG00000006818:SOD2	0.00	-0.10	-0.72	-1.15	-1.30	-1.67	-1.71	-1.99
ENSMUSG00000006850:TMCO6	0.00	-0.48	-0.07	0.55	0.52	0.02	0.95	1.81
ENSMUSG00000006906:STAMBP	0.00	-0.20	0.02	-0.21	-0.48	-1.24	-0.98	-0.14
ENSMUSG00000006930:HAP1	0.00	-0.29	-0.71	-0.84	-1.50	-2.47	-3.02	-3.07
ENSMUSG00000007021:SYNGR3	0.00	-0.57	-1.10	-0.11	0.03	0.95	1.48	1.73
ENSMUSG00000007035:MSH5	0.00	-0.41	-0.38	-0.13	0.09	0.20	1.24	2.38
ENSMUSG00000007038:NEU1	0.00	-0.70	-1.50	-1.85	-1.92	-2.07	-1.13	-0.64
ENSMUSG00000007039:DDAH2	0.00	-0.67	-2.03	-1.65	-1.10	-1.76	-0.98	-0.50
ENSMUSG00000007107:ATP1A4	0.00	0.09	1.71	4.62	4.87	4.03	1.23	-0.18
ENSMUSG00000007122:CASQ1	0.00	0.32	0.65	2.05	2.26	1.75	1.45	0.48
ENSMUSG00000007216:ZFP775	0.00	-1.42	-0.94	-0.64	-0.33	-0.30	-0.08	0.03
ENSMUSG00000007279:SCUBE2	0.00	-0.51	-0.93	-1.20	-1.61	-2.30	-2.04	-2.61
ENSMUSG00000007379:DENND2C	0.00	-0.11	-0.14	-0.25	-0.58	-1.42	-2.26	-2.98
ENSMUSG00000007457:2310003L06RIK	0.00	0.95	1.19	1.10	-0.16	-1.97	-2.47	-2.45
ENSMUSG00000007480:MC5R	0.00	-0.24	-0.93	-0.69	-1.68	-1.77	-2.06	-2.18
ENSMUSG00000007594:HAPLN4	0.00	0.31	-0.55	-0.76	0.46	2.99	4.36	4.36
ENSMUSG00000007653:GABRB2	0.00	-0.49	-0.48	-0.90	-1.07	-0.97	-0.83	-0.90
ENSMUSG00000007659:BCL2L1	0.00	0.29	1.14	0.48	-0.02	0.06	-0.12	-0.20
ENSMUSG00000007721:CCDC124	0.00	0.33	0.81	1.01	0.98	1.48	1.41	0.50
ENSMUSG00000007812:ZFP655	0.00	-0.34	-1.27	-1.46	-1.12	-1.24	-0.97	-1.10
ENSMUSG00000007833:ALDH16A1	0.00	-0.03	-0.43	-0.26	-0.54	-0.78	-1.01	-0.85
ENSMUSG00000007867:IFT43	0.00	-0.21	-0.65	-0.52	-0.72	-0.54	0.00	1.06
ENSMUSG00000007888:CRLF1	0.00	1.05	1.36	1.06	1.85	3.81	4.66	5.12
ENSMUSG00000007891:CTSD	0.00	-0.21	-0.65	-0.78	-0.84	-1.02	-1.01	-1.01
ENSMUSG00000007908:HMGCLL1	0.00	0.18	-0.08	1.30	1.92	2.58	2.68	3.37
ENSMUSG00000007944:TTC9B	0.00	0.10	-0.06	0.14	0.08	-0.86	-1.36	-1.06
ENSMUSG00000007946:PHOX2A	0.00	0.06	0.10	0.22	0.44	0.64	1.38	2.01
ENSMUSG00000007950:ABHD8	0.00	-0.64	-0.34	-0.46	-0.19	0.14	0.96	1.33
ENSMUSG00000007989:FZD3	0.00	0.94	1.04	0.24	0.15	0.24	1.64	2.13
ENSMUSG00000008035:MID1IP1	0.00	-0.86	-0.50	0.28	1.17	1.61	1.92	2.08
ENSMUSG00000008129:4930432K21RIK	0.00	-0.21	1.31	1.22	1.39	1.08	0.26	-0.46
ENSMUSG00000008193:SPIB	0.00	0.19	-0.02	0.45	0.49	0.84	1.16	1.56
ENSMUSG00000008333:SNRPB2	0.00	0.61	1.19	0.64	0.66	0.59	0.57	0.42
ENSMUSG00000008373:PRPF31	0.00	0.01	0.24	0.60	0.58	1.00	0.62	0.09
ENSMUSG00000008398:ELK3	0.00	-0.68	-0.75	-0.64	-1.25	-3.27	-3.41	-2.56
ENSMUSG00000008461:FUT1	0.00	-0.45	-0.69	-0.60	0.58	2.16	5.45	5.81
ENSMUSG00000008496:POU2F2	0.00	0.12	-0.05	0.21	1.02	2.12	2.08	1.54
ENSMUSG00000008540:MGST1	0.00	0.03	-0.61	-0.47	0.47	0.53	1.98	3.52
ENSMUSG00000008575:NFIB	0.00	0.34	0.29	0.11	-0.49	-0.82	-1.79	-2.56
ENSMUSG00000008601:RAB25	0.00	0.04	-0.33	-0.70	0.63	1.84	3.10	3.72
ENSMUSG00000008658:RBFOX1	0.00	-0.02	0.57	0.82	1.61	3.00	2.26	2.20
ENSMUSG00000008999:BMP7	0.00	-0.67	-2.56	-3.00	-4.16	-4.83	-4.18	-3.51
ENSMUSG00000009035:TMEM184B	0.00	-0.40	-0.47	-0.53	-1.00	-1.34	-1.47	-1.20
ENSMUSG00000009075:CABP7	0.00	0.04	-0.43	-0.38	-1.08	-2.21	-1.35	-1.95
ENSMUSG00000009076:ZMAT5	0.00	0.04	-0.24	-0.33	-0.73	-1.01	-0.82	-0.96
ENSMUSG00000009093:GSTT4	0.00	-0.03	-0.05	-0.04	-0.04	0.77	1.00	0.47
ENSMUSG00000009108:GNAT2	0.00	0.16	0.30	1.07	1.55	2.08	2.02	2.43
ENSMUSG00000009216:FAM163B	0.00	-0.11	-0.05	0.03	0.23	0.61	1.20	1.56
ENSMUSG00000009246:TRPM5	0.00	0.15	0.15	0.13	0.37	0.21	1.13	0.86
ENSMUSG00000009248:ASCL2	0.00	-1.56	-0.01	0.61	0.84	0.40	0.84	-1.17
ENSMUSG00000009356:LPO	0.00	0.18	1.32	0.45	0.94	2.04	2.09	1.83
ENSMUSG00000009378:SLC16A12	0.00	-0.09	-0.57	-0.83	-0.27	-1.05	-0.71	-0.13
ENSMUSG00000009585:APOBEC3	0.00	-0.28	-0.01	0.69	0.73	0.45	-0.17	-1.05
ENSMUSG00000009633:G0S2	0.00	-1.28	-1.35	-1.62	-2.13	-1.84	-0.09	-0.48
ENSMUSG00000009647:MCU	0.00	-0.11	-0.87	-0.48	-0.42	-1.27	-0.96	-0.14
ENSMUSG00000009670:TEX11	0.00	0.54	1.20	0.93	1.65	1.87	0.92	-0.29
ENSMUSG00000009733:TFCP2	0.00	-0.14	-0.17	-0.37	-1.35	-2.06	-1.45	-1.08
ENSMUSG00000009734:POU6F2	0.00	0.18	0.62	0.99	1.02	-0.03	-0.22	-0.16
ENSMUSG00000010025:ALDH3A2	0.00	-0.23	-0.42	-0.27	-0.37	-1.18	-1.18	-1.40
ENSMUSG00000010044:ZMYND10	0.00	-0.43	-0.76	-0.42	-0.51	-0.69	0.46	1.80
ENSMUSG00000010051:HYAL1	0.00	-0.86	-1.97	-1.53	-2.41	-2.73	-1.90	-1.44
ENSMUSG00000010064:SLC38A3	0.00	-0.13	0.31	1.28	1.32	1.08	1.92	2.02
ENSMUSG00000010067:RASSF1	0.00	-0.34	0.31	0.47	0.24	0.56	1.28	1.45
ENSMUSG00000010080:EPN3	0.00	0.43	0.02	0.15	0.94	3.25	3.47	2.65
ENSMUSG00000010122:SLC47A1	0.00	0.20	-0.76	0.88	1.11	-0.19	-1.30	-2.01
ENSMUSG00000010136:PIFO	0.00	0.04	0.75	0.78	1.03	1.88	2.41	1.93
ENSMUSG00000010142:TNFRSF13B	0.00	-0.11	-0.64	-1.05	-0.89	-1.82	-1.52	-1.86
ENSMUSG00000010154:SPIRE2	0.00	-0.99	-0.06	0.54	0.10	-1.56	-1.54	-1.31
ENSMUSG00000010342:TEX14	0.00	-0.23	-0.97	-0.54	0.02	-0.05	-1.38	-2.43
ENSMUSG00000010538:TSACC	0.00	0.28	0.55	1.04	1.41	1.59	1.32	1.44
ENSMUSG00000010554:METTL16	0.00	0.03	0.38	0.64	0.64	1.21	0.93	0.39
ENSMUSG00000010592:DAZL	0.00	0.89	1.30	0.70	-0.25	-0.95	-2.71	-4.39
ENSMUSG00000010609:PSEN2	0.00	-0.51	-1.16	-1.06	-1.31	-1.61	-1.12	-0.11
ENSMUSG00000010663:FADS1	0.00	-0.54	-1.21	-0.85	-0.44	-0.53	-0.22	-0.32
ENSMUSG00000010721:LMBR1	0.00	-0.15	-0.46	-0.29	-0.40	-0.93	-1.46	-1.48
ENSMUSG00000010755:CARS	0.00	-0.41	-1.04	-0.90	-0.77	-1.02	-0.10	-0.28
ENSMUSG00000010796:ASZ1	0.00	0.42	1.44	0.75	0.45	0.05	-0.52	-1.50
ENSMUSG00000010803:GABRA1	0.00	0.71	0.68	0.50	-0.26	-0.65	-1.65	-1.38
ENSMUSG00000010830:KDELR3	0.00	-0.65	-1.49	-1.35	-2.66	-4.48	-3.51	-2.58
ENSMUSG00000011034:SLC5A1	0.00	0.01	0.88	1.73	1.45	0.63	-0.27	-2.16
ENSMUSG00000011148:ADSSL1	0.00	-1.34	-1.38	-2.37	-2.27	-2.07	-0.74	0.73
ENSMUSG00000011179:ODC1	0.00	0.31	1.11	1.25	1.65	1.90	1.98	1.31
ENSMUSG00000011256:ADAM19	0.00	-0.78	-0.48	-0.41	-0.49	-0.56	-1.92	-3.48
ENSMUSG00000011263:EXOC3L2	0.00	-0.54	-1.89	-1.30	-0.92	-0.56	-1.28	-2.06
ENSMUSG00000011267:ZFP296	0.00	-0.03	0.12	-0.07	-0.85	-2.16	-2.42	-3.52
ENSMUSG00000011305:PLIN5	0.00	-0.36	-0.16	0.48	0.82	0.77	1.26	0.91
ENSMUSG00000011382:DHDH	0.00	-0.58	-0.42	0.07	0.81	1.61	1.93	1.88
ENSMUSG00000011589:FSD1	0.00	-0.00	-0.32	0.56	0.40	0.62	1.79	2.05
ENSMUSG00000011832:EVI5L	0.00	-0.18	0.28	-0.04	-0.40	-0.68	-0.74	-1.09
ENSMUSG00000012017:SCARF2	0.00	-0.41	-0.45	-1.00	-1.06	-1.22	-0.42	-0.18
ENSMUSG00000012123:AIM1L	0.00	-0.48	-0.50	-1.03	-0.77	-0.56	0.00	-0.23
ENSMUSG00000012126:UBXN11	0.00	-0.65	-0.86	-0.18	-1.06	-1.75	-2.45	-2.27
ENSMUSG00000012282:WNT8A	0.00	1.05	1.13	2.46	3.90	5.46	4.44	4.61
ENSMUSG00000012350:EHF	0.00	0.03	1.22	0.78	-0.46	-0.26	-0.86	-0.73
ENSMUSG00000012396:NANOG	0.00	0.70	-0.20	-0.64	-2.27	-4.43	-3.91	-3.93
ENSMUSG00000012422:TMEM167	0.00	0.63	0.73	0.62	0.94	1.24	0.82	0.44
ENSMUSG00000012429:MPLKIP	0.00	0.21	0.58	0.38	0.82	0.87	0.85	1.15
ENSMUSG00000012519:MLKL	0.00	0.18	1.15	0.46	1.00	1.49	2.03	2.00
ENSMUSG00000012640:ZFP715	0.00	0.18	0.07	-0.01	-0.18	-0.48	-1.04	-1.37
ENSMUSG00000012705:RETN	0.00	0.20	0.09	0.65	0.99	1.57	1.25	0.76
ENSMUSG00000012889:PODNL1	0.00	-0.24	0.23	0.84	1.45	1.84	1.71	0.90
ENSMUSG00000013033:ADGRL1	0.00	-0.61	-1.44	-0.53	0.34	1.18	1.09	0.81
ENSMUSG00000013076:AMOTL1	0.00	-0.08	-0.37	-0.55	-0.93	-1.50	-0.63	0.39
ENSMUSG00000013150:GFOD2	0.00	-0.13	0.36	0.74	0.33	0.76	0.92	1.00
ENSMUSG00000013155:ENKD1	0.00	-0.73	-0.11	0.46	0.32	0.68	1.15	0.88
ENSMUSG00000013275:SLC41A1	0.00	0.29	0.24	-0.49	-1.34	-1.80	-1.88	-1.59
ENSMUSG00000013367:IGLON5	0.00	0.19	0.48	0.24	0.70	0.64	1.16	1.45
ENSMUSG00000013418:B4GALNT2	0.00	-0.54	-2.18	-2.63	-2.62	-2.81	-0.35	1.35
ENSMUSG00000013483:CARD14	0.00	-1.15	-1.65	-2.00	-1.72	-1.84	-1.46	-1.68
ENSMUSG00000013523:BCAS1	0.00	-0.28	0.35	0.65	0.78	0.94	1.35	0.78
ENSMUSG00000013539:TANGO2	0.00	-0.14	-0.60	-0.23	-0.55	-1.27	-0.98	-1.12
ENSMUSG00000013584:ALDH1A2	0.00	0.24	-0.24	-1.72	-1.28	-1.33	-2.40	-3.23
ENSMUSG00000013611:SNX31	0.00	-0.14	-1.22	-0.77	-0.44	-0.05	0.29	-0.23
ENSMUSG00000013622:ATRAID	0.00	-0.11	-0.81	-1.18	-1.42	-1.68	-1.24	-0.63
ENSMUSG00000013662:ATAD1	0.00	0.13	0.29	0.23	0.76	1.13	1.81	1.49
ENSMUSG00000013663:PTEN	0.00	0.01	0.39	0.43	0.76	1.11	1.24	1.14
ENSMUSG00000013698:PEA15A	0.00	-0.15	1.13	2.02	2.90	3.65	3.47	3.24
ENSMUSG00000013766:LY6G6E	0.00	-1.08	-4.07	-5.06	-5.02	-5.84	-4.54	-4.60
ENSMUSG00000013822:ELOF1	0.00	0.26	0.75	0.88	0.89	1.08	0.98	0.75
ENSMUSG00000013921:CLIP3	0.00	-0.69	-0.81	-0.46	0.10	1.08	1.72	2.64
ENSMUSG00000013989:NA	0.00	-0.09	0.71	0.80	1.04	1.44	1.08	1.07
ENSMUSG00000014158:TRPV4	0.00	0.22	-1.63	-1.24	-1.77	-1.58	-1.45	-1.60
ENSMUSG00000014164:KLHL3	0.00	0.16	0.08	0.13	0.49	0.68	1.10	0.86
ENSMUSG00000014243:ZSWIM7	0.00	0.25	0.20	0.26	0.72	1.00	1.46	0.93
ENSMUSG00000014353:TMEM87B	0.00	0.31	-0.51	-0.74	-0.90	-1.01	-0.73	-0.19
ENSMUSG00000014361:MERTK	0.00	-0.15	-1.30	-0.50	-0.10	0.20	1.01	0.78
ENSMUSG00000014470:RNF166	0.00	-0.36	-0.12	-0.58	-1.09	-1.23	-0.56	-0.21
ENSMUSG00000014592:CAMTA1	0.00	-0.12	-0.12	-0.04	-0.03	-0.16	-0.16	1.09
ENSMUSG00000014602:KIF1A	0.00	-0.35	-0.83	-0.74	-0.16	2.67	5.06	7.01
ENSMUSG00000014773:DLL1	0.00	-0.49	-0.87	1.57	3.94	4.10	3.42	0.91
ENSMUSG00000014776:NOL3	0.00	-0.01	-0.83	-0.62	-0.32	-1.12	-1.82	-1.76
ENSMUSG00000014782:PLEKHG4	0.00	0.52	0.42	0.49	0.78	0.92	1.76	1.30
ENSMUSG00000014786:SLC9A5	0.00	-0.87	-0.72	-0.12	0.32	0.65	0.92	1.36
ENSMUSG00000014859:E2F4	0.00	-0.11	0.68	0.89	0.99	1.20	0.80	0.41
ENSMUSG00000014907:NAF1	0.00	-0.31	0.31	0.31	0.85	1.12	0.98	0.93
ENSMUSG00000014932:YES1	0.00	0.11	-1.01	-1.75	-2.43	-2.61	-2.20	-1.80
ENSMUSG00000015001:OC90	0.00	0.40	1.15	0.96	0.19	0.10	-0.52	-1.38
ENSMUSG00000015027:GALNS	0.00	-0.51	-1.36	-1.43	-1.64	-1.77	-0.94	-0.25
ENSMUSG00000015053:GATA2	0.00	-1.28	-2.10	-3.15	-3.79	-3.34	-3.02	-3.46
ENSMUSG00000015085:ENTPD2	0.00	-0.53	-1.14	-1.43	-1.51	-1.47	-0.81	-0.27
ENSMUSG00000015094:NPDC1	0.00	-0.65	-1.16	-1.03	-0.83	-1.17	-0.68	0.40
ENSMUSG00000015134:ALDH1A3	0.00	-0.67	-2.06	-3.05	-3.99	-4.18	-4.96	-4.88
ENSMUSG00000015143:ACTN1	0.00	-0.50	-0.85	-1.24	-1.51	-2.05	-1.49	-0.77
ENSMUSG00000015149:SIRT2	0.00	-0.37	-0.66	-1.00	-1.15	-1.05	-0.80	-0.10
ENSMUSG00000015176:NOLC1	0.00	0.02	0.45	0.78	0.90	1.41	0.79	0.17
ENSMUSG00000015202:CNKSR3	0.00	-0.11	-0.55	-0.63	0.69	1.41	1.32	1.54
ENSMUSG00000015224:CYP2J9	0.00	-0.04	-0.59	-0.32	0.10	0.11	1.13	1.91
ENSMUSG00000015243:ABCA1	0.00	-0.01	-1.79	-1.98	-2.22	-3.18	-4.22	-4.81
ENSMUSG00000015312:GADD45B	0.00	0.30	0.15	-0.37	-1.86	-3.15	-2.27	-1.46
ENSMUSG00000015314:SLAMF6	0.00	0.12	-0.76	-0.30	-0.60	-0.77	-1.03	-1.03
ENSMUSG00000015340:CYBB	0.00	0.58	1.86	2.54	1.20	0.72	-0.63	-0.54
ENSMUSG00000015342:XK	0.00	0.44	0.80	1.19	2.36	1.89	1.62	1.89
ENSMUSG00000015354:PCOLCE2	0.00	-0.03	0.41	0.26	0.19	0.35	-0.40	-1.09
ENSMUSG00000015365:MOV10L1	0.00	-0.08	0.32	0.38	0.14	1.31	1.58	1.63
ENSMUSG00000015468:NOTCH4	0.00	-0.35	-0.27	0.20	-1.49	-2.97	-3.07	-3.03
ENSMUSG00000015605:SRF	0.00	1.11	0.55	0.72	1.00	1.35	1.77	2.27
ENSMUSG00000015647:LAMA5	0.00	-0.79	-0.62	-0.34	-0.30	0.87	0.81	1.11
ENSMUSG00000015652:STEAP1	0.00	0.36	1.82	1.70	1.77	1.09	0.89	0.98
ENSMUSG00000015653:STEAP2	0.00	-0.01	1.97	1.83	2.44	2.28	1.40	1.99
ENSMUSG00000015709:ARNT2	0.00	0.23	-0.27	-0.26	0.63	0.69	1.42	2.05
ENSMUSG00000015745:PLEKHO1	0.00	-0.00	0.06	0.09	0.24	0.54	1.13	1.73
ENSMUSG00000015766:EPS8	0.00	0.07	0.48	0.74	0.04	-1.18	-1.17	-1.26
ENSMUSG00000015839:NFE2L2	0.00	-0.08	-0.55	-0.73	-0.74	-0.66	-1.05	-1.22
ENSMUSG00000015843:RXRG	0.00	0.49	1.47	2.05	3.04	4.81	4.36	3.05
ENSMUSG00000015850:ADAMTSL4	0.00	-0.48	-0.83	-0.92	-0.25	-1.09	-1.29	-1.91
ENSMUSG00000015879:FAM184B	0.00	-0.08	-0.04	0.42	0.57	0.65	1.38	0.37
ENSMUSG00000015932:DSTN	0.00	0.59	0.83	0.85	1.09	0.88	0.77	1.32
ENSMUSG00000015937:H2AFY	0.00	-0.02	-0.76	-1.61	-2.90	-4.40	-4.31	-3.26
ENSMUSG00000015942:GTF2IRD2	0.00	-0.16	-0.06	0.04	-0.52	-0.44	-1.02	-0.82
ENSMUSG00000015943:BOLA1	0.00	-0.28	-0.01	0.40	0.73	1.15	1.11	0.95
ENSMUSG00000015944:GATSL2	0.00	-0.00	-0.97	-0.67	0.24	0.90	1.27	2.39
ENSMUSG00000015957:WNT11	0.00	0.27	-1.79	-1.91	-2.10	-2.18	-1.60	-1.57
